place_id,business_name,address,google_maps,industry,sub_business,instagram,tiktok,linkedin,website,facebook,email,pic_name,whatsapp_or_phone,price_range
148,Ayam Goreng Tempo Doeloe,"10, Jl. Pasirkaliki, Kb. Jeruk, Andir, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9156161,107.5982369",Kuliner,Restaurant,,,,,,,,,$$
149,BANK SINARMAS,"2, JL. Doktor Abdul Rivai, Bandung, 40171","https://www.google.com/maps?q=-6.9042197,107.6036441",Keuangan,Bank/ATM,,,,,,,,,$
150,BPR Ratna,"Jalan Cihampelas No. 59, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9020984,107.604023",Keuangan,Bank/ATM,,,,,,,,,$
151,Badung Cafe & Resto,"#3, Jalan Dr. Cipto, Bandung, 40171","https://www.google.com/maps?q=-6.9061929,107.5981092",Kuliner,Coffee Shop,,,,,,,,,$$
152,Bahari,"33-1, Jalan Sumber Mekar, Sumber Sari, Bandung","https://www.google.com/maps?q=-6.9326686,107.5746081",Kuliner,Restaurant,,,,,,,,,$$
153,Bakmie Karet,"293A, Jl. Cibadak, Bandung","https://www.google.com/maps?q=-6.9204135,107.5927319",Kuliner,Restaurant,,,,,,,,,$$
154,Bakso Semar,"Jalan Cihampelas No.68, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9016231,107.6044757",Kuliner,Restaurant,,,,,,,,,$$
155,Banana Inn,"191, Jalan Dr. Setiabudi, Bandung, 40153","https://www.google.com/maps?q=-6.8669129,107.5930743",Akomodasi,Hotel,,,,,,,,,$$$
156,Bank BCA,Jl. Jamika No 33,"https://www.google.com/maps?q=-6.9204738,107.5865067",Keuangan,Bank/ATM,,,,,,,,,$
157,Bank BJB,Jl Cihampelas 119A,"https://www.google.com/maps?q=-6.8971729,107.6037656",Keuangan,Bank/ATM,,,,,,,,,$
158,Bank BJB,Jalan Ir. H. Juanda No. 191,"https://www.google.com/maps?q=-6.8835701,107.6137054",Keuangan,Bank/ATM,,,,,,,,,$
159,Bank BJB,Jl. Jamika No 20,"https://www.google.com/maps?q=-6.9199926,107.5865219",Keuangan,Bank/ATM,,,,,,,,,$
160,Bank BJB Syariah,Jl. Jamika No 99D,"https://www.google.com/maps?q=-6.9239915,107.5859111",Keuangan,Bank/ATM,,,,,,,,,$
161,Bank BNI,Jalan Prof. Dr. Sutami,"https://www.google.com/maps?q=-6.8815117,107.581158",Keuangan,Bank/ATM,,,,,,,,,$
162,Bank BNI,Jl Cihampelas No 121,"https://www.google.com/maps?q=-6.8969719,107.6037669",Keuangan,Bank/ATM,,,,,,,,,$
163,Bank BRI,Jl. Pagarsih Barat No. 127,"https://www.google.com/maps?q=-6.9225635,107.5912281",Keuangan,Bank/ATM,,,,,,,,,$
164,Bank BTN,Jalan Peta No. 252,"https://www.google.com/maps?q=-6.9271953,107.5862254",Keuangan,Bank/ATM,,,,,,,,,$
165,Bank Central Asia,Jl. Pagarsih barat no 127 (Indomaret),"https://www.google.com/maps?q=-6.9225507,107.5911696",Keuangan,Bank/ATM,,,,,,,,,$
166,Bank Central Asia,Jl cihampelas (Alfamart),"https://www.google.com/maps?q=-6.886272,107.6043161",Keuangan,Bank/ATM,,,,,,,,,$
167,Bank Central Asia,Jl. Tamansari (Indomaret),"https://www.google.com/maps?q=-6.8995295,107.6091528",Keuangan,Bank/ATM,,,,,,,,,$
168,Bank Danamon,Jl. Jamika no. 11,"https://www.google.com/maps?q=-6.9192766,107.5867",Keuangan,Bank/ATM,,,,,,,,,$
169,Bank Danamon,Jl Setia Budi No 62,"https://www.google.com/maps?q=-6.8811064,107.5996656",Keuangan,Bank/ATM,,,,,,,,,$
170,Bank FAMA,"Jl. Cihampelas No.40, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9034331,107.6045247",Keuangan,Bank/ATM,,,,,,,,,$
171,Bank Mandiri,Jl. Jamika No. 34,"https://www.google.com/maps?q=-6.9206023,107.5864825",Keuangan,Bank/ATM,,,,,,,,,$
172,Bank Mandiri,Jl Cihampelas,"https://www.google.com/maps?q=-6.8936698,107.6043202",Keuangan,Bank/ATM,,,,,,,,,$
173,Bank Mayapada,Jl. Sudirman No 355-373,"https://www.google.com/maps?q=-6.9198834,107.5917159",Keuangan,Bank/ATM,,,,,,,,,$
174,Bank Mega,Jl Cihampelas 119B,"https://www.google.com/maps?q=-6.8970771,107.6037629",Keuangan,Bank/ATM,,,,,,,,,$
175,Bank Negara Indonesia,Jl. Pagarsih barat no 127 (Indomaret),"https://www.google.com/maps?q=-6.9225555,107.5911696",Keuangan,Bank/ATM,,,,,,,,,$
176,Bank Negara Indonesia,Jalan Sangkuriang,"https://www.google.com/maps?q=-6.8830226,107.6098005",Keuangan,Bank/ATM,,,,,,,,,$
177,Bank Rakyat Indonesia,Jl. Pagarsih 127,"https://www.google.com/maps?q=-6.9225531,107.5912311",Keuangan,Bank/ATM,,,,,,,,,$
178,Bank Rakyat Indonesia,Jalan Sangkuriang No. 17,"https://www.google.com/maps?q=-6.8830632,107.6088638",Keuangan,Bank/ATM,,,,,,,,,$
179,Bank Sinarmas,Jl Dr Abdul Rivai No 2,"https://www.google.com/maps?q=-6.9040218,107.6036665",Keuangan,Bank/ATM,,,,,,,,,$
180,Bank Sinarmas,Jl. Jamika No 42,"https://www.google.com/maps?q=-6.9204061,107.586068",Keuangan,Bank/ATM,,,,,,,,,$
181,Bank UOB,Jl Dr Abdul Rivai No 2A,"https://www.google.com/maps?q=-6.9041214,107.6037937",Keuangan,Bank/ATM,,,,,,,,,$
182,Bank UOB,Jl. Jamika No 11,"https://www.google.com/maps?q=-6.9197591,107.5865981",Keuangan,Bank/ATM,,,,,,,,,$
183,Bank bri,Jl Cihampelas,"https://www.google.com/maps?q=-6.8839836,107.6044864",Keuangan,Bank/ATM,,,,,,,,,$
184,Batagor Riri,"Jl. Kebon Kawung, Pasir Kaliki, Cicendo, Bandung","https://www.google.com/maps?q=-6.9122914,107.599997",Kuliner,Bakery,,,,,,,,,$
185,Bebek Goreng H. Slamet,"172, Jalan Setiabudi, Bandung","https://www.google.com/maps?q=-6.8716969,107.5941246",Kuliner,Restaurant,,,,,,,,,$$
186,Bebek Kelenteng Restaurant,"1, Jl. Kelenteng, Bandung","https://www.google.com/maps?q=-6.919323,107.5929285",Kuliner,Restaurant,,,,,,,,,$$
187,Beehive Cafe & Eatery,"1, Jalan Dayang Sumbi, Bandung, 40132","https://www.google.com/maps?q=-6.8875201,107.6127573",Kuliner,Restaurant,,,,,,,,,$$
188,Betutu Lalah,"Jalan Cihampelas No.66, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9017426,107.6045686",Kuliner,Restaurant,,,,,,,,,$$
189,Blackball,"74, setiabudi, Bandung","https://www.google.com/maps?q=-6.8799997,107.5981916",Kuliner,Restaurant,,,,,,,,,$$
190,Blackjack Coffee,"Jl. Jendral Sudirman, Bandung","https://www.google.com/maps?q=-6.9189145,107.5889524",Kuliner,Coffee Shop,,,,,,,,,$$
191,Bornga,"5, Jl. Dr. Rajiman , Pasir Kaliki, Cicendo, Kota Bandung,, bandung","https://www.google.com/maps?q=-6.9039231,107.5989336",Kuliner,Restaurant,,,,,,,,,$$
192,Bridge Coffee Boutique & Dining,"23, Jl. Karangsari, Bandung","https://www.google.com/maps?q=-6.8809958,107.5972527",Kuliner,Restaurant,,,,,,,,,$$
193,Bubur Ahong,"177, Jalan Kebon Jati, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9164135,107.5968616",Kuliner,Restaurant,,,,,,,,,$$
194,Bubur Ayam Pa' Otong,"451, Jalan Jendral Sudirman, Bandung","https://www.google.com/maps?q=-6.918928,107.5889867",Kuliner,Restaurant,,,,,,,,,$$
195,Bumbu Desa Pasir Kaliki,"160, Jalan Pasirkaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9027926,107.5978878",Kuliner,Restaurant,,,,,,,,,$$
196,CAWIT (Cabe Rawit),"129, No., Jl. Ciumbuleuit, Bandung","https://www.google.com/maps?q=-6.8768509,107.604058",Kuliner,Restaurant,,,,,,,,,$$
197,CFC Kebun Binatang,"Jl. Taman Sari, Bandung","https://www.google.com/maps?q=-6.890292,107.6079525",Kuliner,Restaurant,,,,,,,,,$$
198,CRISBAR,"Jalan Cisitu Indah, Bandung, 40135","https://www.google.com/maps?q=-6.8788461,107.612631",Kuliner,Restaurant,,,,,,,,,$$
199,Cafe,"Jalan Cisitu Lama, Bandung, Jawa Barat, 40135","https://www.google.com/maps?q=-6.8830301,107.6118307",Kuliner,Coffee Shop,,,,,,,,,$$
200,Cafe Oz,"23, Jalan Bungur, Cipedes","https://www.google.com/maps?q=-6.8805774,107.5942858",Kuliner,Restaurant,,,,,,,,,$$
201,Centro PNP,"163 R-7, Jalan Ciumbuleuit, 40141","https://www.google.com/maps?q=-6.8739294,107.6045897",Ritel,Ritel Umum,,,,,,,,,$$
202,Chicken Farms,"299, Jendral Sudirman, Bandung, 40241","https://www.google.com/maps?q=-6.9196306,107.5935729",Kuliner,Restaurant,,,,,,,,,$$
203,Cibiuk Resto Lembang,"17, Jalan Raya Lembang","https://www.google.com/maps?q=-6.8361317,107.6003611",Kuliner,Restaurant,,,,,,,,,$$
204,Cihampelas Hotel 1,"240, Jalan Cihampelas, Bandung, 40131","https://www.google.com/maps?q=-6.8889008,107.6041305",Akomodasi,Hotel,,,,,,,,,$$$
205,Cihampelas hotel 2,"222, Jalan Cihampelas, Bandung, 40131","https://www.google.com/maps?q=-6.8900307,107.6042626",Akomodasi,Hotel,,,,,,,,,$$$
206,Cikopi,"Jalan Cisitu Baru, Bandung, Jawa Barat, 40135","https://www.google.com/maps?q=-6.8842029,107.6123617",Kuliner,Coffee Shop,,,,,,,,,$$
207,Cisitu Cell,"8, Jalan Cisitu Lama","https://www.google.com/maps?q=-6.8825224,107.6118347",Ritel,Ritel Umum,,,,,,,,,$$
208,D'batoe Boutique Hotel,"78, Jalan HOS. Tjokroaminoto, Bandung","https://www.google.com/maps?q=-6.910208,107.5979591",Akomodasi,Hotel,,,,,,,,,$$$
209,D'sovia Hotel,"81-83, Jalan Gardujati, Bandung, 40181.","https://www.google.com/maps?q=-6.9172253,107.5980546",Akomodasi,Hotel,,,,,,,,,$$$
210,Dago Suites Apartement,"13, Jl. Sangkuriang No.13, Dago Suites Apartment 1st Floor GF-A, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Bandung, 40135","https://www.google.com/maps?q=-6.8837342,107.6097355",Akomodasi,Hotel,,,,,,,,,$$$
211,De Hoff Cihampelas Cottage,"18 A-B, Jalan Westhoff, Bandung, Jawa Barat, 40171","https://www.google.com/maps?q=-6.9023262,107.5984379",Akomodasi,Hotel,,,,,,,,,$$$
212,Den Haag Klappertaart,"Jalan Cihampelas No.56A, Taman Sari, Bandung Barat, Tamansari, Bandung Wetan, Jawa Barat, 40116","https://www.google.com/maps?q=-6.9023788,107.6044612",Kuliner,Bakery,,,,,,,,,$
213,District 29,"29, Jalan Bungur, Cipedes","https://www.google.com/maps?q=-6.8799945,107.5940974",Kuliner,Restaurant,,,,,,,,,$$
214,Djournál,B55,"https://www.google.com/maps?q=-6.8901004,107.5961777",Kuliner,Coffee Shop,,,,,,,,,$$
215,Dominos Pizza,"8D, Jl. Surya Sumantri, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8816289,107.5816811",Kuliner,Restaurant,,,,,,,,,$$
216,EPSON Service Centre,"Jalan Cihampelas No.48A, Taman Sari, Bandung Wetan, Tamansari, Bandung, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9027282,107.6044696",Ritel,Ritel Umum,,,,,,,,,$$
217,Eerma'sm Kitchen,"1, Jalan Terusan Perintis, Bandung","https://www.google.com/maps?q=-6.8815585,107.5757293",Kuliner,Restaurant,,,,,,,,,$$
218,Eliza,Jalan Bukit Jarian,"https://www.google.com/maps?q=-6.8759159,107.6057675",Ritel,Minimarket,,,,,,,,,$
219,Fafa Bapau,"63, Jl. Gardujati, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9178303,107.5981862",Kuliner,Bakery,,,,,,,,,$
220,Foodcourt Rumah Mode,"41, Jl. Setiabudhi, Bandung, 40143","https://www.google.com/maps?q=-6.8828547,107.5994553",Kuliner,Restaurant,,,,,,,,,$$
221,Fuku Ramen,"71, Jl. Pasirkaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9095532,107.5976897",Kuliner,Restaurant,,,,,,,,,$$
222,GH Universal Hotel,"#376, Jalan Dr. Setiabudi, Bandung, 40143","https://www.google.com/maps?q=-6.8493085,107.5984922",Akomodasi,Hotel,,,,,,,,,$$$
223,Garden Permata Hote,"7, Jalan Lemah Neundeut, Bandung, 40164","https://www.google.com/maps?q=-6.8825448,107.5809045",Akomodasi,Hotel,,,,,,,,,$$$
224,Gepuk Ny. Ong,"96, JL. Pasir Kaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.908961,107.5978563",Kuliner,Restaurant,,,,,,,,,$$
225,Giannis,"205, Jl. Cihampelas, Cipaganti, Coblong, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8869718,107.603936",Kuliner,Restaurant,,,,,,,,,$$
226,Giant Alpina,Jalan Alpina,"https://www.google.com/maps?q=-6.8792337,107.613001",Ritel,Ritel Umum,,,,,,,,,$$
227,Gonzo Anime Caffe,"Jalan Cihampelas No. 58 A, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9021472,107.6045416",Kuliner,Coffee Shop,,,,,,,,,$$
228,Grand Eastern,"18, Jl. Pasirkaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9151627,107.5982134",Kuliner,Restaurant,,,,,,,,,$$
229,Grand Guci Hotel,"53-55, Jalan HOS. Tjokroaminoto, Bandung","https://www.google.com/maps?q=-6.9111081,107.5975315",Akomodasi,Hotel,,,,,,,,,$$$
230,Grand Hani,Jl Raya Lembang,"https://www.google.com/maps?q=-6.836115,107.6014423",Akomodasi,Hotel,,,,,,,,,$$$
231,Grand Pacific Hotel,"100, Jalan Pasirkaliki , Pasirkaliki, Cicendo, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9088775,107.5978586",Akomodasi,Hotel,,,,,,,,,$$$
232,Grand Setiabudi Hotel & Apartment,"130-134, Jalan Dr. Setiabudi, Bandung, 40153","https://www.google.com/maps?q=-6.8749468,107.5966057",Akomodasi,Hotel,,,,,,,,,$$$
233,Grandia Patisserie,"Jalan Cihampelas No.82, Tamansari, Bandung, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9007777,107.6045706",Kuliner,Restaurant,,,,,,,,,$$
234,Habenagen Coffeeshop,"Cihampelas, Bandung","https://www.google.com/maps?q=-6.9021325,107.6040636",Kuliner,Coffee Shop,,,,,,,,,$$
235,He Fu Restaurant,"56, Jalan Gardujati, Andir, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9172755,107.5981687",Kuliner,Restaurant,,,,,,,,,$$
236,Hj. Yus,Jalan Cisitu Indah 4,"https://www.google.com/maps?q=-6.8761553,107.6127944",Ritel,Minimarket,,,,,,,,,$
237,HokBen,Jalan Dokter Setiabudhi,"https://www.google.com/maps?q=-6.8789798,107.5979852",Kuliner,Restaurant,,,,,,,,,$$
238,Hotel California Bandung,"Jalan Wastukencana No.48, Tamansari, Bandung Wetan, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9037985,107.6052032",Akomodasi,Hotel,,,,,,,,,$$$
239,Hotel Citradream Bandung,"36-42, Jl. Pasirkaliki, Bandung","https://www.google.com/maps?q=-6.9119051,107.5980388",Akomodasi,Hotel,,,,,,,,,$$$
240,Hotel Endah Parahyangan,"14, Jl. Raya Cimindi, Cimahi, 40535","https://www.google.com/maps?q=-6.908747,107.5681663",Akomodasi,Hotel,,,,,,,,,$$$
241,Hotel Imperium Bandung,"30-32, Jalan Dr. Rum, Bandung","https://www.google.com/maps?q=-6.9053468,107.6005941",Akomodasi,Hotel,,,,,,,,,$$$
242,Hotel Nyland,"125, Jalan Doktor Djunjunan, Bandung, 40162","https://www.google.com/maps?q=-6.8949313,107.5873115",Akomodasi,Hotel,,,,,,,,,$$$
243,House Sangkuriang,"1, Jalan Sangkuriang, Bandung, Jawa Barat, 40135","https://www.google.com/maps?q=-6.8845803,107.6116992",Akomodasi,Hotel,,,,,,,,,$$$
244,House of Donatello,"#45, Jalan Dr. Setiabudi, Bandung, 40161","https://www.google.com/maps?q=-6.8620585,107.5963497",Ritel,Ritel Umum,,,,,,,,,$$
245,Hyper Inn,"29-32, Paskal Hyper Square Blok D, Jl. Pasar Kaliki, Bandung, 40161","https://www.google.com/maps?q=-6.9142778,107.5941443",Akomodasi,Hotel,,,,,,,,,$$$
246,Ikan Bakar Cianjur,"67, Jalan Dr. Setiabudi, Gegerkalong Sukasari, bandung","https://www.google.com/maps?q=-6.8677255,107.5938724",Kuliner,Restaurant,,,,,,,,,$$
247,Ikan Pesmol Cianjur,"85, Jalan Setiabudi, Bandung","https://www.google.com/maps?q=-6.8755338,107.5966884",Kuliner,Restaurant,,,,,,,,,$$
248,Indomaret,Jl Kol Masturi,"https://www.google.com/maps?q=-6.816895,107.5556185",Ritel,Minimarket,,,,,,,,,$
249,Istana Raja Cobra,"319, Jl. Jenderal Sudirman, Bandung","https://www.google.com/maps?q=-6.9195683,107.5927733",Kuliner,Restaurant,,,,,,,,,$$
250,Jubilare Dine and Wine,"Jl. Karangsari, Bandung, Kota Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8810021,107.5982247",Kuliner,Restaurant,,,,,,,,,$$
251,KEDAI KULINER PATUNG DUA MACAN,"Jalan Permana, CIMAHI, 40512","https://www.google.com/maps?q=-6.8608982,107.5526781",Kuliner,Coffee Shop,,,,,,,,,$$
252,KOMA Fine Coffee,"Jl. Siliwangi No.8, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Bandung, Jawa Barat, 40135","https://www.google.com/maps?q=-6.884628,107.6125532",Kuliner,Coffee Shop,,,,,,,,,$$
253,Kafe Leis,"Jalan Alpina, Bandung, 40135","https://www.google.com/maps?q=-6.8792507,107.6127851",Kuliner,Coffee Shop,,,,,,,,,$$
254,Kalya Hotel,"7, Jalan Sumur Bandung","https://www.google.com/maps?q=-6.8857376,107.6123845",Akomodasi,Hotel,,,,,,,,,$$$
255,Kambing Bakar Cairo,"123, Jl. Cihampelas, Bandung","https://www.google.com/maps?q=-6.8968528,107.6037639",Kuliner,Restaurant,,,,,,,,,$$
256,Kampung Kuring,"Jalan Wastukencana, Bandung","https://www.google.com/maps?q=-6.904474,107.6046209",Kuliner,Restaurant,,,,,,,,,$$
257,Kandang Ayam Kebon Kawung,"Jalan Kebon Kawung, Pasirkaliki, Cicendo, Pasir Kaliki, Cicendo, Bandung","https://www.google.com/maps?q=-6.9124832,107.5992553",Kuliner,Restaurant,,,,,,,,,$$
258,Kantin Adoel,"33A, Jalan Cisitu Lama","https://www.google.com/maps?q=-6.8796993,107.6119766",Kuliner,Restaurant,,,,,,,,,$$
259,Kantin East Corner ITB,"Jalan Haji ITB, Bandung, 40132","https://www.google.com/maps?q=-6.8887611,107.6127589",Kuliner,Restaurant,,,,,,,,,$$
260,Kartika Sari Kebon Kawung,"#4, Jalan Haji Akbar, Bandung, 40171","https://www.google.com/maps?q=-6.911656,107.5997882",Kuliner,Bakery,,,,,,,,,$
261,Karya Mekar,Jalan Sarimanah 2,"https://www.google.com/maps?q=-6.8774412,107.5764776",Ritel,Ritel Umum,,,,,,,,,$$
262,Kedai Ling-Ling,"157, Jl. Sukajadi, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8856245,107.5962474",Kuliner,Restaurant,,,,,,,,,$$
263,Kedai Lingga 7,"Jalan Linggawastu no 7, Bandung","https://www.google.com/maps?q=-6.9031182,107.6051952",Kuliner,Restaurant,,,,,,,,,$$
264,Kedai Pantai Timur,"37, Jalan Dr. Djunjunan , Pamoyanan, Cicendo, Bandung","https://www.google.com/maps?q=-6.8979361,107.592867",Kuliner,Coffee Shop,,,,,,,,,$$
265,Kedai Waka Waka,"5C, Jl. Surya Sumantri, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8810961,107.581227",Kuliner,Restaurant,,,,,,,,,$$
266,Kehidupan Tidak Pernah Berakhir,"63, Jl. Pajajaran, Bandung","https://www.google.com/maps?q=-6.9069271,107.5983535",Kuliner,Restaurant,,,,,,,,,$$
267,Kenken Bigul Kitchen,"16, Jalan Pasirkaliki, Kompleks Ruko Grand Eastern, Kebon Jeruk, Andir,, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9153616,107.5982452",Kuliner,Restaurant,,,,,,,,,$$
268,Kepiting Chef Epi,"154, alan Ciumbuleuit, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8672236,107.6060351",Kuliner,Restaurant,,,,,,,,,$$
269,Klinik Global medika,"1, Jl. Terusan Perintis, Sarijadi, Sukasari, Bandung","https://www.google.com/maps?q=-6.8818506,107.5748257",Kesehatan,Klinik,,,,,,,,,$$
270,Kopi Tentrem,"Jalan Cisitu Lama, Bandung, 40135","https://www.google.com/maps?q=-6.8795268,107.6124665",Kuliner,Coffee Shop,,,,,,,,,$$
271,Kopi kamu,"66, Tamansari","https://www.google.com/maps?q=-6.8979598,107.6098119",Kuliner,Coffee Shop,,,,,,,,,$$
272,Korek Api Jeans,"#168, Jalan Cihampelas, Bandung, 40131","https://www.google.com/maps?q=-6.8945181,107.6041356",Ritel,Ritel Umum,,,,,,,,,$$
273,Kostan Koe,"H6, Jalan Dago Asri IV","https://www.google.com/maps?q=-6.8784714,107.6141487",Akomodasi,Hotel,,,,,,,,,$$$
274,KwangMing Vegetarian,"245, Jl. Jendral Sudirman, Bandung","https://www.google.com/maps?q=-6.9198568,107.5954646",Kuliner,Restaurant,,,,,,,,,$$
275,Labtek Biru ITB,"Jalan E ITB, Bandung, 40132","https://www.google.com/maps?q=-6.8892582,107.6094497",Kuliner,Restaurant,,,,,,,,,$$
276,Lomie Karuhun,"70, Jalan HOS. Tjokroaminoto, Bandung","https://www.google.com/maps?q=-6.9106044,107.5979615",Kuliner,Restaurant,,,,,,,,,$$
277,Love Meat Tender,"5, Jl. Prof. Eyckman, Cipaganti, Coblong, Kota Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8959401,107.6031687",Kuliner,Restaurant,,,,,,,,,$$
278,Ludwick Café,"11B, Jl. Budi Luhur I, Gegerkalong, Sukasari, Bandung City, West Java","https://www.google.com/maps?q=-6.872527,107.5932983",Kuliner,Coffee Shop,,,,,,,,,$$
279,MENARA BAKMI,"Jl. Sukahaji Permai, Bandung","https://www.google.com/maps?q=-6.8791683,107.5960754",Kuliner,Restaurant,,,,,,,,,$$
280,Ma' Uneh,"159, Jalan Doktor Setiabudi, Bandung","https://www.google.com/maps?q=-6.8689556,107.593519",Kuliner,Restaurant,,,,,,,,,$$
281,Magic Wok Tavern,"#16, Jalan Kesatriaan , Arjuna, Cicendo, Bandung","https://www.google.com/maps?q=-6.9120068,107.5960795",Kuliner,Coffee Shop,,,,,,,,,$$
282,Magma Lounge,"41-43, Hilton Bandung Hotel, JL. Hos Tjokroaminoto, Arjuna, Bandung","https://www.google.com/maps?q=-6.9129657,107.597758",Kuliner,Restaurant,,,,,,,,,$$
283,Maja House,"72, Jl. Sersan Bajuri, Bandung Barat, Jawa Barat","https://www.google.com/maps?q=-6.8321973,107.5953011",Kuliner,Restaurant,,,,,,,,,$$
284,Mall Festival Citylink,Jalan Peta,"https://www.google.com/maps?q=-6.929626,107.5863979",Ritel,Ritel Umum,,,,,,,,,$$
285,Mama’s Greman Restaurant,"3, JL Prof. Eyckman, Pasteur, Sukajadi, Kota Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8959285,107.6031089",Kuliner,Restaurant,,,,,,,,,$$
286,Masagi Coffee,"1-B, Jalan Gunung Kareumbi, 40141","https://www.google.com/maps?q=-6.8686861,107.6065263",Kuliner,Coffee Shop,,,,,,,,,$$
287,Mason Pine Hotel,"1, Jalan Kota Batu Parahyangan, Bandung Barat, 40714","https://www.google.com/maps?q=-6.8639208,107.480046",Akomodasi,Hotel,,,,,,,,,$$$
288,Maxi's House,Jalan Gunung Agung,"https://www.google.com/maps?q=-6.8679495,107.6073027",Kuliner,Restaurant,,,,,,,,,$$
289,Melbourne Kitchen,"14, Jl. Cipaganti, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9027733,107.6026978",Kuliner,Restaurant,,,,,,,,,$$
290,Micasa Mini Market,"Jalan Cibogo, Bandung, 40164","https://www.google.com/maps?q=-6.8892523,107.5793066",Ritel,Minimarket,,,,,,,,,$
291,Mie Rica Kejaksaan,"25-27, Jl. Pasirkaliki Blok B, Bandung","https://www.google.com/maps?q=-6.9150458,107.5965701",Kuliner,Restaurant,,,,,,,,,$$
292,Ming Yen Asli,"81-83, Jl. Gardujati , Kebon Jeruk, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9173543,107.5981524",Kuliner,Restaurant,,,,,,,,,$$
293,Miss Bee Providore,"#11A, Jalan Rancabentang, Bandung, 40142","https://www.google.com/maps?q=-6.868265,107.6091207",Kuliner,Restaurant,,,,,,,,,$$
294,Monsoon Cafe,"35, Jl. Sirnamanah, Pasteur, Sukajadi, Kota Bandung, Jawa Barat","https://www.google.com/maps?q=-6.884257,107.5968352",Kuliner,Coffee Shop,,,,,,,,,$$
295,Mooja Cafe,"104, Jalan Sukagalih, Bandung, 40163","https://www.google.com/maps?q=-6.8927339,107.590254",Kuliner,Coffee Shop,,,,,,,,,$$
296,Multiseven shop,Jalan Cisitu Indah 4 no.16,"https://www.google.com/maps?q=-6.8761731,107.6130861",Ritel,Minimarket,,,,,,,,,$
297,My Little Kitchen (MYLK Steakhouse),"206C, Jl. Setiabudhi, Bandung","https://www.google.com/maps?q=-6.8686153,107.5937916",Kuliner,Restaurant,,,,,,,,,$$
298,Myeong Ga,"52A, Jalan Ir Sutami, Bandung","https://www.google.com/maps?q=-6.8775851,107.5895741",Kuliner,Restaurant,,,,,,,,,$$
299,Ngopi Doeloe,"51, Jalan Cibeureum, Bandung","https://www.google.com/maps?q=-6.9072065,107.5668787",Kuliner,Coffee Shop,,,,,,,,,$$
300,Ngopo Doeloe Sangkurian,"Jalan Sangkuriang, Bandung, Jawa Barat, 40135","https://www.google.com/maps?q=-6.8840265,107.6116969",Kuliner,Coffee Shop,,,,,,,,,$$
301,Noah's Barn,"2, Jalan Dayang Sumbi, Bandung, 40132","https://www.google.com/maps?q=-6.8869895,107.6126856",Kuliner,Coffee Shop,,,,,,,,,$$
302,Nobu Ramen & Sushi,"1, Jalan Geger Kalong Hilir, Bandung","https://www.google.com/maps?q=-6.8713736,107.594601",Kuliner,Restaurant,,,,,,,,,$$
303,Ny. Suharti,"171, Jalan Cipaganti, Bandung","https://www.google.com/maps?q=-6.8843694,107.6012683",Kuliner,Restaurant,,,,,,,,,$$
304,OCBC,"94, Jl. Ciumbuleuit , Hegarmanah, Cidadap, Bandung","https://www.google.com/maps?q=-6.8757208,107.6044394",Keuangan,Bank/ATM,,,,,,,,,$
305,Old Ben's Garage & Coffee,"23, Jalan Terusan Prof. Dr Sutami Kav., Sukasari, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8802525,107.5806276",Kuliner,Restaurant,,,,,,,,,$$
